time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-06-08T19:47:17.201Z,39.5681,-119.8295,1.3,0.8,ml,11,90.17,0.006,0.1771,nn,nn00687175,2019-06-09T00:45:37.163Z,"4km NNW of Reno, Nevada",earthquake,,1.6,0.24,4,reviewed,nn,nn
2019-06-08T19:36:36.330Z,37.5435,-118.8206667,7.8,0.64,md,10,239,0.04693,0.01,nc,nc73194471,2019-06-09T04:03:04.327Z,"13km W of Toms Place, CA",earthquake,1.17,1.65,0.21,9,reviewed,nc,nc
2019-06-08T19:33:05.032Z,58.2814,-151.2061,24.7,1.9,ml,,,,0.53,ak,ak0197b9yi14,2019-06-08T19:40:03.864Z,"89km NE of Kodiak, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-06-08T19:31:25.917Z,60.2061,-141.2812,0.1,0.8,ml,,,,1.1,ak,ak0197b9y476,2019-06-08T19:36:42.496Z,"65km ENE of Cape Yakataga, Alaska",earthquake,,2.8,,,automatic,ak,ak
2019-06-08T19:22:07.960Z,33.5451667,-116.4468333,8.13,0.61,ml,20,66,0.02798,0.18,ci,ci38631568,2019-06-09T16:40:03.204Z,"18km SW of La Quinta, CA",earthquake,0.37,0.62,0.105,15,reviewed,ci,ci
2019-06-08T19:21:03.309Z,65.7506,-148.1982,8.9,2.7,ml,,,,0.74,ak,ak0197b9vxa0,2019-06-08T22:39:36.040Z,"101km N of College, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-08T19:17:58.679Z,64.7501,-147.4105,3.5,1,ml,,,,0.7,ak,ak0197b9v9wm,2019-06-08T19:25:59.228Z,"2km W of North Pole, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-08T19:09:03.920Z,37.9433333,-122.2881667,6.19,0.64,md,12,201,0.02291,0.04,nc,nc73194461,2019-06-09T03:47:03.246Z,"2km E of East Richmond Heights, CA",earthquake,0.75,0.45,0.261,9,reviewed,nc,nc
2019-06-08T19:06:30.767Z,60.3152,-141.9168,47.5,1.4,ml,,,,0.88,ak,ak0197b9srae,2019-06-08T19:19:26.513Z,"39km NE of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-08T18:59:21.855Z,61.5633,-146.3495,37.3,1.2,ml,,,,1.04,ak,ak0197b9ioca,2019-06-08T19:08:32.950Z,"48km N of Valdez, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-06-08T18:53:00.610Z,34.0591667,-117.5035,4.91,0.81,ml,26,77,0.02951,0.13,ci,ci38631512,2019-06-11T00:51:08.636Z,"6km NNW of Glen Avon, CA",earthquake,0.2,0.27,0.079,11,reviewed,ci,ci
2019-06-08T18:52:03.710Z,36.028,-98.09766667,5.39,1.8,ml,59,88,0.1151773983,0.19,ok,ok2019lecv,2019-06-10T21:43:31.993Z,"20km WSW of Hennessey, Oklahoma",earthquake,,0.5,0.19,5,reviewed,ok,ok
2019-06-08T18:50:46.571Z,64.73,-147.3843,16.1,0.6,ml,,,,0.34,ak,ak0197b9gssz,2019-06-08T18:55:29.148Z,"2km SW of North Pole, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-08T18:42:06.817Z,63.8933,-150.4537,8.3,1,ml,,,,0.68,ak,ak0197b9f009,2019-06-08T18:45:06.491Z,"73km W of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-08T18:22:02.310Z,34.0383333,-117.5195,4.83,1.06,ml,15,73,0.04854,0.17,ci,ci38631480,2019-06-08T18:25:43.972Z,"4km NW of Glen Avon, CA",earthquake,0.37,0.68,0.376,24,automatic,ci,ci
2019-06-08T18:21:44.770Z,60.1001,-138.2623,0,1.1,ml,,,,0.64,ak,ak0197b9akw1,2019-06-08T18:25:22.239Z,"83km SSW of Haines Junction, Canada",earthquake,,0.6,,,automatic,ak,ak
2019-06-08T18:16:15.990Z,56.0911667,-159.5035,2.31,1.28,ml,9,110,0.03775,0.3,av,av62014366,2019-06-10T22:46:12.000Z,"49km WSW of Chignik Lake, Alaska",earthquake,0.56,2.29,0.334,10,reviewed,av,av
2019-06-08T18:15:03.260Z,46.1935,-122.18,3.39,0.35,ml,8,127,,0.12,uw,uw61527191,2019-06-10T17:38:36.150Z,"37km NNE of Amboy, Washington",earthquake,0.68,1.08,0.214790890054866,7,reviewed,uw,uw
2019-06-08T18:12:57.070Z,32.643,-115.7585,7.72,1.32,ml,13,119,0.02782,0.18,ci,ci38631464,2019-06-09T16:40:20.604Z,"18km WNW of Progreso, B.C., MX",earthquake,0.55,0.78,0.234,14,reviewed,ci,ci
2019-06-08T18:12:15.300Z,38.8163338,-122.829834,2.8,0.56,md,8,84,0.007472,0.02,nc,nc73194456,2019-06-08T20:05:02.565Z,"8km NW of The Geysers, CA",earthquake,0.6,1.49,,1,automatic,nc,nc
2019-06-08T18:10:44.937Z,45.3103,150.0659,65.11,4.9,mb,,134,5.338,0.68,us,us70003xbb,2019-06-11T14:12:52.040Z,"171km E of Kuril'sk, Russia",earthquake,9.2,6,0.027,444,reviewed,us,us
2019-06-08T18:06:35.440Z,35.3181667,-118.5315,4.44,1.56,ml,19,79,0.09444,0.17,ci,ci38631456,2019-06-09T16:40:53.920Z,"22km NNW of Tehachapi, CA",earthquake,0.43,1.02,0.274,29,reviewed,ci,ci
2019-06-08T17:49:11.320Z,37.9343333,-122.3088333,4.48,0.77,md,18,73,0.02287,0.09,nc,nc73194446,2019-06-10T18:49:03.171Z,"1km SSE of East Richmond Heights, CA",earthquake,0.21,0.37,0.268,14,reviewed,nc,nc
2019-06-08T17:46:03.600Z,19.3476667,-155.1166667,4.97,1.45,md,54,131,0.03791,0.14,hv,hv70987386,2019-06-11T01:31:39.540Z,"15km SE of Volcano, Hawaii",earthquake,0.34,0.54,0.145,22,reviewed,hv,hv
2019-06-08T17:43:26.867Z,61.4518,-150.0519,34.5,1.5,ml,,,,0.56,ak,ak0197b8ttny,2019-06-08T17:46:04.271Z,"9km SW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-08T17:36:34.341Z,61.7827,-150.1418,9.5,0.9,ml,,,,0.53,ak,ak0197b8sc8a,2019-06-08T17:39:22.650Z,"6km NW of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-08T17:36:00.580Z,38.8120003,-122.8218307,1.93,1.12,md,20,48,0.006537,0.05,nc,nc73194436,2019-06-08T18:57:04.207Z,"7km NW of The Geysers, CA",earthquake,0.22,0.39,0.18,4,automatic,nc,nc
2019-06-08T17:33:06.974Z,60.0924,-140.6198,4,1.4,ml,,,,0.77,ak,ak0197b8rmyx,2019-06-08T17:37:41.956Z,"78km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-08T17:21:03.756Z,63.227,-151.065,10.2,1.9,ml,,,,1.02,ak,ak0197b8p20o,2019-06-08T17:25:48.641Z,"107km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-08T17:14:48.640Z,36.1265,-117.6646667,6.02,0.36,ml,10,93,0.06594,0.06,ci,ci37217452,2019-06-11T22:42:28.485Z,"27km ENE of Coso Junction, CA",earthquake,0.21,0.73,0.341,5,reviewed,ci,ci
2019-06-08T17:14:13.030Z,36.1168333,-117.6673333,2.11,0.52,ml,8,112,0.07552,0.06,ci,ci38631392,2019-06-11T21:36:55.699Z,"26km ENE of Coso Junction, CA",earthquake,0.23,0.45,0.137,3,reviewed,ci,ci
2019-06-08T17:08:21.880Z,45.8695,-111.362,3.91,1.45,ml,8,107,0.3,0.12,mb,mb80347649,2019-06-08T22:43:49.750Z,"2km WNW of Manhattan, Montana",earthquake,0.52,9.57,0.07,2,reviewed,mb,mb
2019-06-08T16:58:29.630Z,38.826,-122.7821667,1.02,1.97,md,35,37,0.01056,0.04,nc,nc73194431,2019-06-11T03:47:02.707Z,"5km W of Cobb, CA",earthquake,0.12,0.17,0.172,8,reviewed,nc,nc
2019-06-08T16:57:01.800Z,36.8483,-115.3713,1.2,0.8,ml,6,214.43,0.374,0.2,nn,nn00687155,2019-06-08T18:50:21.894Z,"60km SSW of Alamo, Nevada",earthquake,,18.6,,,automatic,nn,nn
2019-06-08T16:46:21.442Z,39.365,-120.0167,4.2,0.2,ml,8,75.94,0.074,0.1785,nn,nn00687160,2019-06-08T18:58:47.573Z,"13km NNW of Incline Village, Nevada",earthquake,,4,0.41,3,reviewed,nn,nn
2019-06-08T16:34:02.180Z,38.7207,-118.5638,9.2,1.3,ml,7,172.09,0.075,0.08,nn,nn00687154,2019-06-08T16:58:40.835Z,"22km NNE of Hawthorne, Nevada",earthquake,,1,,,automatic,nn,nn
2019-06-08T16:28:34.100Z,33.9841667,-117.123,14.14,1.77,ml,70,31,0.05192,0.18,ci,ci38631360,2019-06-10T14:02:53.760Z,"6km W of Calimesa, CA",earthquake,0.2,0.41,0.141,25,reviewed,ci,ci
2019-06-08T16:21:28.670Z,38.7726667,-122.7448333,2.1,1.64,md,34,74,0.01231,0.07,nc,nc73194421,2019-06-11T00:31:02.412Z,"1km ESE of The Geysers, CA",earthquake,0.2,0.34,0.074,6,reviewed,nc,nc
2019-06-08T16:05:30.626Z,60.1333,-141.454,17.9,1.4,ml,,,,0.82,ak,ak0197b80950,2019-06-08T16:50:20.673Z,"54km E of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-08T16:01:33.010Z,36.7628333,-121.1656667,6.36,1.81,md,42,56,0.09453,0.12,nc,nc73194416,2019-06-10T23:19:02.977Z,"14km ESE of Tres Pinos, CA",earthquake,0.24,0.91,0.287,36,reviewed,nc,nc
2019-06-08T16:01:01.797Z,10.0485,126.554,10,4.6,mb,,134,3.112,1.02,us,us70003xa0,2019-06-08T16:54:40.040Z,"52km NE of General Luna, Philippines",earthquake,13,1.9,0.128,18,reviewed,us,us
2019-06-08T15:57:51.794Z,62.7538,-148.9087,55.4,1.3,ml,,,,0.84,ak,ak0197b7q0en,2019-06-08T16:06:19.548Z,"71km S of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-08T15:50:50.290Z,33.316,-116.349,10.84,1.6,ml,57,77,0.07438,0.19,ci,ci38631288,2019-06-09T16:41:56.570Z,"7km NNE of Borrego Springs, CA",earthquake,0.24,0.42,0.174,26,reviewed,ci,ci
2019-06-08T15:49:56.750Z,45.9076666666667,-122.273666666667,7.13,0.55,ml,8,265,,0.25,uw,uw61527156,2019-06-09T19:43:01.930Z,"11km ENE of Yacolt, Washington",earthquake,1.57,1.11,0.135173642000308,5,reviewed,uw,uw
2019-06-08T15:49:44.709Z,38.7085,-118.5687,7.1,1.1,ml,7,194.64,0.088,0.1181,nn,nn00687185,2019-06-09T01:19:37.689Z,"20km NNE of Hawthorne, Nevada",earthquake,,2.4,0.38,7,reviewed,nn,nn
2019-06-08T15:40:41.180Z,37.7853,-115.244,4.3,1.5,ml,9,185.73,0.416,0.04,nn,nn00687153,2019-06-08T16:36:22.068Z,"47km N of Alamo, Nevada",earthquake,,8.9,,,automatic,nn,nn
2019-06-08T15:38:05.103Z,61.6602,-150.3208,44.7,1.5,ml,,,,0.53,ak,ak0197b7lu7d,2019-06-08T15:42:54.105Z,"17km WSW of Willow, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-06-08T15:37:45.420Z,45.928,-121.954,7.96,0.99,ml,7,288,,0.12,uw,uw61527151,2019-06-09T19:36:05.090Z,"24km NNW of Carson, Washington",earthquake,0.99,0.66,0.11913206449852,6,reviewed,uw,uw
2019-06-08T15:37:29.415Z,44.1235,147.4436,87.01,4.6,mb,,165,3.492,0.98,us,us70003x99,2019-06-08T16:48:20.040Z,"68km ENE of Shikotan, Russia",earthquake,10.1,8.4,0.073,57,reviewed,us,us
2019-06-08T15:35:33.400Z,38.8213348,-122.7665024,1.5,0.84,md,12,67,0.009504,0.06,nc,nc73194406,2019-06-08T16:48:03.440Z,"4km W of Cobb, CA",earthquake,0.37,0.5,0.06,4,automatic,nc,nc
2019-06-08T15:35:00.610Z,38.8203316,-122.7648315,1.86,1.13,md,7,122,0.01087,0.01,nc,nc73194401,2019-06-08T16:21:05.216Z,"4km W of Cobb, CA",earthquake,0.49,1.73,,1,automatic,nc,nc
2019-06-08T15:34:52.610Z,34.1733333,-117.3771667,11.44,1.59,ml,58,26,0.03352,0.18,ci,ci38631264,2019-06-10T14:03:59.190Z,"4km NW of Muscoy, CA",earthquake,0.2,0.52,0.079,26,reviewed,ci,ci
2019-06-08T15:24:08.291Z,-44.3358,168.166,10,4.9,mb,,89,0.782,0.62,us,us70003x8w,2019-06-08T15:38:45.040Z,"84km NW of Arrowtown, New Zealand",earthquake,3,1.9,0.135,17,reviewed,us,us
2019-06-08T15:20:16.250Z,33.033,-116.4133333,6.68,0.76,ml,20,72,0.1408,0.24,ci,ci38631248,2019-06-09T16:40:58.947Z,"18km ESE of Julian, CA",earthquake,0.44,1.43,0.13,13,reviewed,ci,ci
2019-06-08T15:15:58.910Z,19.3953333,-155.4705,7.58,2.16,ml,64,25,0.02632,0.13,hv,hv70987236,2019-06-10T21:37:15.350Z,"21km N of Pahala, Hawaii",earthquake,0.21,0.35,0.172,30,reviewed,hv,hv
2019-06-08T15:06:00.380Z,35.2435,-97.73683333,3,2.11,ml,47,56,0.01619682163,0.34,ok,ok2019ldvj,2019-06-10T21:43:28.827Z,"8km SE of Tuttle, Oklahoma",earthquake,,1.1,0.17,10,reviewed,ok,ok
2019-06-08T14:51:01.332Z,56.1635,-149.6294,21.39,3.9,ml,,191,2.28,0.51,us,us70003x8a,2019-06-08T20:55:59.666Z,"247km SE of Kodiak, Alaska",earthquake,8.4,10.4,0.048,58,reviewed,us,us
2019-06-08T14:39:38.780Z,33.2476667,-116.3306667,10.52,0.94,ml,31,54,0.07531,0.3,ci,ci38631168,2019-06-09T16:41:15.253Z,"4km ESE of Borrego Springs, CA",earthquake,0.45,0.72,0.144,24,reviewed,ci,ci
2019-06-08T14:37:17.420Z,38.7235,-118.5618,8.9,1.5,ml,12,152.71,0.091,0.07,nn,nn00687150,2019-06-08T15:42:21.995Z,"22km NNE of Hawthorne, Nevada",earthquake,,1.1,,,automatic,nn,nn
2019-06-08T14:19:03.191Z,-25.2028,-177.0046,113.32,5.3,mww,,107,4.109,0.95,us,us70003x7u,2019-06-08T14:37:55.040Z,"South of the Fiji Islands",earthquake,7.5,6.9,0.062,25,reviewed,us,us
2019-06-08T14:18:00.023Z,64.6618,-149.1229,20.7,0.6,ml,,,,0.76,ak,ak0197b6w3xp,2019-06-08T14:24:16.545Z,"9km N of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-08T14:17:46.360Z,38.805,-122.8221667,2.65,1,md,27,70,0.006703,0.04,nc,nc73194386,2019-06-10T22:58:02.691Z,"6km WNW of The Geysers, CA",earthquake,0.21,0.42,0.062,3,reviewed,nc,nc
2019-06-08T14:13:57.234Z,60,-152.8019,98.1,2,ml,,,,0.65,ak,ak0197b6v5n7,2019-06-08T14:19:14.001Z,"54km S of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-08T14:11:43.298Z,38.717,-118.5687,7.6,1,ml,6,238.31,0.096,0.0603,nn,nn00687184,2019-06-09T01:16:32.247Z,"21km NNE of Hawthorne, Nevada",earthquake,,2.7,0.46,5,reviewed,nn,nn
2019-06-08T14:11:14.535Z,-17.6845,-178.6885,551.28,4.8,mb,,48,3.106,1.01,us,us70003x7q,2019-06-08T14:26:30.040Z,"248km SE of Lambasa, Fiji",earthquake,11,7.8,0.061,83,reviewed,us,us
2019-06-08T14:04:57.842Z,38.7064,-118.5699,8,1,ml,7,194.19,0.087,0.0938,nn,nn00687182,2019-06-09T01:16:31.037Z,"20km NNE of Hawthorne, Nevada",earthquake,,2.2,0.5,4,reviewed,nn,nn
2019-06-08T14:02:52.949Z,60.4319,-142.9465,6.9,0.5,ml,,,,0.23,ak,ak0197b6sq3n,2019-06-08T21:05:32.949Z,"49km NW of Cape Yakataga, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-06-08T14:01:15.798Z,38.7143,-118.5669,7.8,1,ml,7,195.74,0.093,0.0852,nn,nn00687181,2019-06-09T01:13:25.611Z,"21km NNE of Hawthorne, Nevada",earthquake,,2.2,0.35,7,reviewed,nn,nn
2019-06-08T13:59:48.483Z,38.7159,-118.5691,7.3,0.9,ml,6,238.1,0.095,0.1106,nn,nn00687180,2019-06-09T01:10:20.324Z,"21km NNE of Hawthorne, Nevada",earthquake,,2.4,0.37,5,reviewed,nn,nn
2019-06-08T13:58:06.883Z,36.6997,-116.1799,6.2,0,ml,9,79.56,0.025,0.0877,nn,nn00687146,2019-06-08T14:33:19.138Z,"56km ESE of Beatty, Nevada",earthquake,,0.7,0.49,5,reviewed,nn,nn
2019-06-08T13:53:10.570Z,34.0405,-117.506,5.8,0.9,ml,22,49,0.05845,0.19,ci,ci38631112,2019-06-08T13:56:46.553Z,"4km NNW of Glen Avon, CA",earthquake,0.34,1.14,0.201,26,automatic,ci,ci
2019-06-08T13:48:29.700Z,38.8118324,-122.8231659,2.86,0.56,md,9,83,0.005552,0.03,nc,nc73194381,2019-06-08T14:45:03.690Z,"7km WNW of The Geysers, CA",earthquake,0.53,1.08,,1,automatic,nc,nc
2019-06-08T13:46:25.160Z,38.8160019,-122.8251648,2.65,0.56,md,12,96,0.007783,0.04,nc,nc73194376,2019-06-08T14:18:02.524Z,"7km NW of The Geysers, CA",earthquake,0.41,0.87,,1,automatic,nc,nc
2019-06-08T13:44:07.960Z,-39.3373,-72.342,89.33,4.7,mb,,79,0.294,1.05,us,us70003x7p,2019-06-08T22:33:15.517Z,"11km WSW of Villarrica, Chile",earthquake,5.3,7.8,0.174,10,reviewed,us,us
2019-06-08T13:43:38.270Z,34.0425,-117.5118333,5.05,1.09,ml,23,77,0.05603,0.17,ci,ci38631104,2019-06-08T13:47:28.120Z,"4km NW of Glen Avon, CA",earthquake,0.32,0.68,0.376,32,automatic,ci,ci
2019-06-08T13:42:07.436Z,36.5874,-115.5112,8.3,1.4,ml,26,113.2,0.297,0.2099,nn,nn00687141,2019-06-11T22:04:59.463Z,"55km NW of North Las Vegas, Nevada",earthquake,,12.5,0.37,17,reviewed,nn,nn
2019-06-08T13:41:31.493Z,38.7169,-118.5684,7.5,0.5,ml,5,317.33,0.096,0.0487,nn,nn00687179,2019-06-09T01:10:19.174Z,"21km NNE of Hawthorne, Nevada",earthquake,,2.5,0.49,4,reviewed,nn,nn
2019-06-08T13:40:59.600Z,35.24583333,-97.7485,4,2.31,ml,53,103,0.009898057663,0.27,ok,ok2019ldso,2019-06-10T21:43:22.908Z,"7km SE of Tuttle, Oklahoma",earthquake,,0.6,0.15,13,reviewed,ok,ok
2019-06-08T13:39:18.269Z,36.02533333,-98.09883333,6.67,1.93,ml,94,42,0.1142775748,0.16,ok,ok2019ldsn,2019-06-10T21:43:19.894Z,"20km WSW of Hennessey, Oklahoma",earthquake,,0.4,0.23,21,reviewed,ok,ok
2019-06-08T13:23:35.394Z,9.7867,126.5286,10,4.8,mb,,106,2.858,1.32,us,us70003x7l,2019-06-08T13:50:19.040Z,"40km E of General Luna, Philippines",earthquake,9.1,1.9,0.081,47,reviewed,us,us
2019-06-08T13:22:07.411Z,38.6929,-118.5718,7.2,1.2,ml,9,160.01,0.076,0.2185,nn,nn00687139,2019-06-11T21:46:14.420Z,"19km NNE of Hawthorne, Nevada",earthquake,,5.3,0.27,5,reviewed,nn,nn
2019-06-08T13:17:39.120Z,37.015,-120.0278333,23.52,1.82,md,5,259,0.1472,0.05,nc,nc73194371,2019-06-09T05:42:02.920Z,"4km E of Madera Acres, CA",earthquake,1.39,0.51,0.305,9,reviewed,nc,nc
2019-06-08T12:52:37.281Z,66.3178,-157.2198,8.2,1.2,ml,,,,0.8,ak,ak0197b5wlwx,2019-06-08T13:02:38.725Z,"67km SSW of Kobuk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-08T12:48:51.706Z,66.2948,-157.1583,3.7,1.2,ml,,,,0.69,ak,ak0197b5vs53,2019-06-08T12:53:25.243Z,"69km S of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-08T12:48:32.050Z,34.0395,-117.5153333,4.97,0.79,ml,20,71,0.05186,0.22,ci,ci38631072,2019-06-08T12:52:09.671Z,"4km NW of Glen Avon, CA",earthquake,0.51,0.79,0.186,15,automatic,ci,ci
2019-06-08T12:46:22.030Z,44.749,-111.2231667,9.1,0.63,md,10,178,0.0193,0.21,uu,uu60327212,2019-06-10T20:47:00.010Z,"13km NW of West Yellowstone, Montana",earthquake,0.76,0.89,0.248,5,reviewed,uu,uu
2019-06-08T12:45:35.190Z,38.8153343,-122.8231659,2.99,0.87,md,18,50,0.007985,0.03,nc,nc73194366,2019-06-08T13:17:03.166Z,"7km NW of The Geysers, CA",earthquake,0.25,0.53,0.07,3,automatic,nc,nc
2019-06-08T12:44:03.740Z,36.1225,-117.6686667,5.19,0.76,ml,11,91,0.06986,0.11,ci,ci38631064,2019-06-10T14:02:46.734Z,"27km ENE of Coso Junction, CA",earthquake,0.29,1.07,0.126,8,reviewed,ci,ci
2019-06-08T12:41:54.210Z,34.0435,-117.5016667,2.99,0.83,ml,23,58,0.04072,0.14,ci,ci38631056,2019-06-08T21:32:41.152Z,"4km NNW of Glen Avon, CA",earthquake,0.2,0.23,0.16,14,reviewed,ci,ci
2019-06-08T12:20:12.410Z,35.243,-97.76166667,5.54,2.13,ml,54,47,0.007198587392,0.24,ok,ok2019ldpx,2019-06-10T21:43:12.790Z,"7km SE of Tuttle, Oklahoma",earthquake,,0.4,0.17,6,reviewed,ok,ok
2019-06-08T12:18:38.656Z,65.1574,-148.6894,4.2,1.4,ml,,,,0.51,ak,ak0197b5pbn2,2019-06-08T12:27:59.896Z,"47km NW of Ester, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-08T12:15:48.520Z,34.0065,-117.6056667,5.62,1.01,ml,13,90,0.03664,0.2,ci,ci38631040,2019-06-08T12:19:27.673Z,"6km SSE of Ontario, CA",earthquake,0.65,1.29,0.489,15,automatic,ci,ci
2019-06-08T12:14:21.800Z,33.4591667,-116.6076667,4.85,-0.17,ml,14,95,0.03573,0.1,ci,ci38631032,2019-06-08T21:24:34.145Z,"12km SSE of Anza, CA",earthquake,0.26,0.37,0.159,6,reviewed,ci,ci
2019-06-08T12:06:44.290Z,32.6811667,-115.827,6.65,1.5,ml,22,79,0.08708,0.19,ci,ci38631024,2019-06-08T12:10:22.405Z,"17km ESE of Ocotillo, CA",earthquake,0.42,0.99,0.31,12,automatic,ci,ci
2019-06-08T12:06:16.040Z,32.6731667,-115.8205,9.59,1.79,ml,28,84,0.08287,0.23,ci,ci38631016,2019-06-09T16:42:32.019Z,"18km ESE of Ocotillo, CA",earthquake,0.46,0.76,0.174,28,reviewed,ci,ci
2019-06-08T12:04:16.400Z,46.8691667,-112.5231667,11.91,1.48,ml,13,101,0.125,0.15,mb,mb80347584,2019-06-08T12:44:20.740Z,"15km SE of Lincoln, Montana",earthquake,0.5,0.57,0.149,3,reviewed,mb,mb
2019-06-08T12:01:01.870Z,19.2286,-64.6081,48,2.82,md,14,334,1.6492,0.47,pr,pr2019159010,2019-06-08T16:34:45.246Z,"89km N of Road Town, British Virgin Islands",earthquake,4.64,23.19,0.12,11,reviewed,pr,pr
2019-06-08T12:00:01.857Z,61.6074,-149.9242,40.6,1,ml,,,,0.51,ak,ak0197b5ldx5,2019-06-08T12:02:43.132Z,"6km WSW of Houston, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-08T11:59:46.917Z,-24.0522,-66.9069,199.94,4.4,mb,,77,1.6,0.68,us,us70003x6w,2019-06-09T06:10:34.040Z,"62km WNW of San Antonio de los Cobres, Argentina",earthquake,7.9,8.4,0.123,19,reviewed,us,us
2019-06-08T11:57:08.330Z,45.8583333,-111.3441667,5.94,0.6,md,5,201,0.306,0.07,mb,mb80347609,2019-06-08T13:07:31.220Z,"0km WNW of Manhattan, Montana",earthquake,1,6.67,,1,reviewed,mb,mb
2019-06-08T11:41:39.749Z,38.2818,-115.8751,2.6,1.4,ml,4,131.46,0.646,0.3842,nn,nn00687138,2019-06-11T21:36:58.214Z,"44km ENE of Warm Springs, Nevada",earthquake,,8.5,0,1,reviewed,nn,nn
2019-06-08T11:39:27.319Z,68.4314,-146.8493,0,1.4,ml,,,,0.67,ak,ak0197b58d7k,2019-06-08T11:44:18.827Z,"63km WNW of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-08T11:35:19.080Z,38.8273315,-122.8548355,2.48,0.58,md,9,82,0.001606,0.03,nc,nc73194361,2019-06-08T12:06:03.723Z,"10km WNW of The Geysers, CA",earthquake,0.4,1.01,,1,automatic,nc,nc
2019-06-08T11:35:12.420Z,33.3306667,-116.4181667,5.56,1.26,ml,50,51,0.0623,0.2,ci,ci38630976,2019-06-09T16:44:02.590Z,"9km NNW of Borrego Springs, CA",earthquake,0.23,0.74,0.169,26,reviewed,ci,ci
2019-06-08T11:30:25.600Z,34.0443333,-117.5063333,2.46,0.84,ml,20,64,0.06066,0.18,ci,ci38630968,2019-06-08T11:34:08.058Z,"4km NNW of Glen Avon, CA",earthquake,0.33,0.52,0.241,18,automatic,ci,ci
2019-06-08T11:25:44.800Z,34.0511667,-117.5033333,2.48,1.16,ml,37,44,0.03634,0.19,ci,ci38630960,2019-06-08T11:29:36.546Z,"5km NNW of Glen Avon, CA",earthquake,0.21,0.32,0.212,30,automatic,ci,ci
2019-06-08T11:24:35.560Z,34.0561667,-117.5021667,3.03,1.89,ml,74,24,0.0326,0.21,ci,ci38630952,2019-06-08T11:35:50.270Z,"5km NNW of Glen Avon, CA",earthquake,0.19,0.36,0.199,25,automatic,ci,ci
2019-06-08T11:24:32.520Z,34.0566667,-117.4998333,3.19,0.85,ml,23,71,0.03333,0.11,ci,ci38630944,2019-06-08T21:19:46.303Z,"5km NNW of Glen Avon, CA",earthquake,0.16,0.18,0.269,6,reviewed,ci,ci
2019-06-08T11:20:30.470Z,34.0411667,-117.5091667,2.6,1.05,ml,32,58,0.05682,0.22,ci,ci38630928,2019-06-08T11:24:15.945Z,"4km NW of Glen Avon, CA",earthquake,0.34,0.51,0.207,28,automatic,ci,ci
2019-06-08T11:15:22.192Z,39.5373,-120.3303,7.5,1.1,ml,9,183.38,0.112,0.1121,nn,nn00687159,2019-06-08T18:55:40.019Z,"26km NNW of Truckee, California",earthquake,,3.4,0.18,4,reviewed,nn,nn
2019-06-08T11:14:07.860Z,33.227,-116.7411667,11.17,1.18,ml,45,31,0.01725,0.19,ci,ci38630912,2019-06-09T16:44:06.080Z,"3km SE of Lake Henshaw, CA",earthquake,0.23,0.51,0.166,25,reviewed,ci,ci
2019-06-08T11:12:07.184Z,68.5191,-146.8215,0,2,ml,,,,1.01,ak,ak0197b52ja7,2019-06-08T11:17:22.828Z,"68km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-08T11:11:02.158Z,63.0856,-150.52,106.3,1.5,ml,,,,0.49,ak,ak0197b52b7t,2019-06-08T11:15:41.755Z,"85km WSW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-06-08T11:08:28.380Z,33.631,-116.7358333,14,0.57,ml,20,50,0.04406,0.15,ci,ci38630904,2019-06-09T16:43:20.038Z,"10km NW of Anza, CA",earthquake,0.34,0.58,0.201,15,reviewed,ci,ci
