time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-06-12T05:56:44.170Z,19.0323,-64.7266,17,3.16,md,20,320,1.4325,0.39,pr,pr2019163002,2019-06-12T06:27:43.395Z,"69km N of Road Town, British Virgin Islands",earthquake,11.09,22.36,0.35,14,reviewed,pr,pr
2019-06-12T05:55:00.372Z,63.3593,-151.0931,19,1.2,ml,,,,0.51,ak,ak0197hnwixh,2019-06-12T05:59:45.210Z,"107km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-12T05:54:07.020Z,34.0166667,-117.2306667,6.76,1.12,ml,34,40,0.0842,0.18,ci,ci38636896,2019-06-12T06:05:09.640Z,"4km SE of Loma Linda, CA",earthquake,0.25,0.76,0.196,27,automatic,ci,ci
2019-06-12T05:52:26.710Z,60.112,-152.5051,92.9,1.5,ml,,,,0.39,ak,ak0197hnvwe8,2019-06-12T05:58:04.034Z,"43km SSE of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-12T05:52:22.884Z,64.7698,-146.9965,13.5,1,ml,,,,0.49,ak,ak0197hnvxhv,2019-06-12T05:58:04.468Z,"12km NNE of Eielson Air Force Base, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-12T05:38:14.730Z,34.0105,-117.221,8.95,0.88,ml,17,59,0.09538,0.26,ci,ci38636856,2019-06-12T05:41:49.806Z,"6km SE of Loma Linda, CA",earthquake,0.46,1.47,0.27,30,automatic,ci,ci
2019-06-12T05:33:35.544Z,62.7343,-149.1979,15.7,1.6,ml,,,,0.53,ak,ak0197hnrvvf,2019-06-12T05:37:28.514Z,"65km NE of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-12T05:32:45.932Z,60.8772,-149.6826,32.3,1.5,ml,,,,0.84,ak,ak0197hnroyt,2019-06-12T05:37:28.079Z,"39km SSE of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-12T05:22:14.720Z,65.4851,-143.0227,5.1,0.9,ml,,,,0.35,ak,ak0197hnpheo,2019-06-12T05:27:24.494Z,"61km SE of Circle, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-12T05:21:03.580Z,38.8381653,-122.7850037,1.08,1.02,md,14,83,0.008049,0.04,nc,nc73196391,2019-06-12T05:41:03.418Z,"6km WNW of Cobb, CA",earthquake,0.23,0.58,0.1,3,automatic,nc,nc
2019-06-12T05:20:23.681Z,57.38,-154.9245,56.2,1.4,ml,,,,0.31,ak,ak0197hnp2o0,2019-06-12T05:29:05.244Z,"59km WSW of Larsen Bay, Alaska",earthquake,,3,,,automatic,ak,ak
2019-06-12T05:14:26.630Z,17.9161,-67.1551,11,1.38,md,3,311,0.1011,0.44,pr,pr2019163005,2019-06-12T08:33:50.182Z,"7km SSE of Pole Ojea, Puerto Rico",earthquake,4.059,4.31,0.25,3,reviewed,pr,pr
2019-06-12T04:58:27.989Z,62.5608,-149.6186,0,1.3,ml,,,,0.67,ak,ak0197hnbslq,2019-06-12T05:01:48.122Z,"36km NE of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-12T04:54:59.890Z,34.0146667,-117.2281667,7.27,1.72,ml,67,40,0.08138,0.18,ci,ci38636832,2019-06-12T05:37:53.237Z,"5km SE of Loma Linda, CA",earthquake,0.17,0.48,0.231,23,automatic,ci,ci
2019-06-12T04:52:39.760Z,37.5668333,-118.8513333,8.86,0.74,md,18,198,0.02912,0.07,nc,nc73196386,2019-06-12T16:38:03.410Z,"14km SE of Mammoth Lakes, CA",earthquake,0.48,0.42,0.178,17,reviewed,nc,nc
2019-06-12T04:49:42.385Z,68.356,-147.3576,16,2.5,ml,,,,0.52,ak,ak0197hn9wax,2019-06-12T17:26:04.753Z,"79km WNW of Arctic Village, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-06-12T04:44:50.700Z,37.5553333,-118.8785,2.57,0.56,md,10,266,0.05234,0.04,nc,nc73196381,2019-06-12T16:34:03.390Z,"13km SE of Mammoth Lakes, CA",earthquake,1.08,1.02,0.143,8,reviewed,nc,nc
2019-06-12T04:44:25.680Z,18.106,-67.4313,10,1.86,md,4,241,0.2825,0.31,pr,pr2019163004,2019-06-12T08:33:34.535Z,"26km W of Puerto Real, Puerto Rico",earthquake,2.46,19.23,0.44,4,reviewed,pr,pr
2019-06-12T04:41:23.720Z,38.8089981,-122.8243332,1.52,0.56,md,7,159,0.01279,0.04,nc,nc73196376,2019-06-12T05:20:03.147Z,"7km WNW of The Geysers, CA",earthquake,0.51,1.14,,1,automatic,nc,nc
2019-06-12T04:39:45.681Z,51.8161,174.6523,47.2,4.3,ml,,,,0.65,ak,ak0197hn7xj6,2019-06-12T17:02:09.034Z,"106km SW of Buldir Island, Alaska",earthquake,,21.6,,,reviewed,ak,ak
2019-06-12T04:37:58.660Z,33.3965,-116.9661667,8.55,1,ml,29,43,0.05543,0.18,ci,ci38636824,2019-06-12T17:28:13.610Z,"10km WNW of Palomar Observatory, CA",earthquake,0.23,0.64,0.132,20,reviewed,ci,ci
2019-06-12T04:32:52.270Z,19.2966,-66.3493,31,2.24,md,10,304,1.0226,0.38,pr,pr2019163003,2019-06-12T08:33:21.479Z,"91km N of Brenas, Puerto Rico",earthquake,2.87,23.19,0.26,9,reviewed,pr,pr
2019-06-12T04:15:05.270Z,38.8074989,-122.828331,2.18,0.56,md,9,112,0.001519,0.04,nc,nc73196371,2019-06-12T05:10:03.089Z,"7km WNW of The Geysers, CA",earthquake,0.51,1.13,,1,automatic,nc,nc
2019-06-12T04:14:39.910Z,33.1078333,-116.4026667,9.58,0.57,ml,12,130,0.04263,0.14,ci,ci37217564,2019-06-12T17:23:21.222Z,"17km S of Borrego Springs, CA",earthquake,0.31,0.72,0.102,5,reviewed,ci,ci
2019-06-12T04:14:34.530Z,34.0148333,-117.23,8.8,1.69,ml,79,40,0.08239,0.14,ci,ci38636816,2019-06-12T17:21:07.340Z,"5km SE of Loma Linda, CA",earthquake,0.11,0.31,0.204,25,reviewed,ci,ci
2019-06-12T04:12:18.810Z,19.5525,-68.0501,66,3.07,md,5,260,1.4348,0.33,pr,pr2019163001,2019-06-12T08:32:49.614Z,"113km NNE of Punta Cana, Dominican Republic",earthquake,4.21,10.97,0.16,5,reviewed,pr,pr
2019-06-12T04:05:22.196Z,65.4767,-143.1619,2.8,2.5,ml,,,,0.65,ak,ak0197hn0f4l,2019-06-12T04:12:56.702Z,"56km SE of Circle, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-12T04:02:34.750Z,38.7588348,-122.7201691,1.12,1.24,md,9,152,0.01881,0.03,nc,nc73196366,2019-06-12T07:47:03.009Z,"3km SW of Anderson Springs, CA",earthquake,0.3,0.84,0.08,2,automatic,nc,nc
2019-06-12T03:43:45.978Z,66.3088,-157.2308,0,1.2,ml,,,,0.86,ak,ak0197hmn6nk,2019-06-12T03:48:20.806Z,"68km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-12T03:42:08.560Z,37.4491667,-118.92,1.59,0.86,md,14,232,0.1581,0.05,nc,nc73196356,2019-06-12T17:22:02.663Z,"22km SSE of Mammoth Lakes, CA",earthquake,0.51,3.05,0.176,14,reviewed,nc,nc
2019-06-12T03:37:31.750Z,36.4726677,-121.0481644,4.41,1.52,md,12,150,0.0533,0.06,nc,nc73196351,2019-06-12T07:19:02.854Z,"11km SE of Pinnacles, CA",earthquake,0.39,1.25,0.27,9,automatic,nc,nc
2019-06-12T03:31:56.300Z,38.7584991,-122.7108307,0.76,1.93,md,17,100,0.01323,0.08,nc,nc73196346,2019-06-12T06:51:04.690Z,"2km SW of Anderson Springs, CA",earthquake,0.25,0.42,0.06,8,automatic,nc,nc
2019-06-12T03:29:35.550Z,38.8231659,-122.8033371,3.39,0.55,md,7,112,0.005267,0.01,nc,nc73196341,2019-06-12T04:27:04.840Z,"6km NW of The Geysers, CA",earthquake,0.63,2.32,,1,automatic,nc,nc
2019-06-12T03:25:50.207Z,64.7003,-150.1016,22,1.1,ml,,,,0.47,ak,ak0197hmjc30,2019-06-12T03:29:56.308Z,"41km SE of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-12T03:25:18.440Z,38.822834,-122.8130035,2.68,0.56,md,10,67,0.002356,0.03,nc,nc73196336,2019-06-12T04:16:03.783Z,"7km NW of The Geysers, CA",earthquake,0.44,0.93,,1,automatic,nc,nc
2019-06-12T03:21:01.290Z,37.6196667,-118.9188333,2.53,0.26,md,9,107,0.008053,0.04,nc,nc73196331,2019-06-12T17:00:03.536Z,"6km ESE of Mammoth Lakes, CA",earthquake,0.57,0.81,0.325,8,reviewed,nc,nc
2019-06-12T03:20:11.408Z,61.3776,-150.6768,54.8,0.7,ml,,,,0.19,ak,ak0197hmi71q,2019-06-12T17:14:21.886Z,"41km WSW of Big Lake, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2019-06-12T03:13:55.360Z,37.6396675,-118.9101639,6.1,0.87,md,12,53,0.01159,0.03,nc,nc73196316,2019-06-12T03:45:04.606Z,"6km E of Mammoth Lakes, CA",earthquake,0.72,1.34,0.19,11,automatic,nc,nc
2019-06-12T03:10:27.566Z,34.6711,72.9065,30.7,5.2,mb,,65,1.061,0.98,us,us70003ydx,2019-06-12T08:44:00.939Z,"11km W of Batgram, Pakistan",earthquake,6.8,5.3,0.042,184,reviewed,us,us
2019-06-12T03:03:17.830Z,37.6356659,-118.9093323,2.43,1.05,md,10,74,0.01085,0.05,nc,nc73196311,2019-06-12T03:34:03.547Z,"6km E of Mammoth Lakes, CA",earthquake,0.6,0.55,0.12,9,automatic,nc,nc
2019-06-12T02:59:38.935Z,63.5693,-147.3407,11.6,1.3,ml,,,,0.52,ak,ak0197hm54jf,2019-06-12T03:04:40.535Z,"82km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-12T02:59:01.660Z,37.6603333,-118.8761667,5.76,0.13,md,8,227,0.02285,0.01,nc,nc73196306,2019-06-12T16:39:03.418Z,"9km ENE of Mammoth Lakes, CA",earthquake,1.67,4.02,0.191,8,reviewed,nc,nc
2019-06-12T02:56:18.640Z,37.618,-118.9216667,2.64,0.33,md,12,83,0.007763,0.05,nc,nc73196301,2019-06-12T16:28:02.357Z,"6km ESE of Mammoth Lakes, CA",earthquake,0.32,0.57,0.275,10,reviewed,nc,nc
2019-06-12T02:44:34.980Z,37.6505,-118.8701667,2.12,0.29,md,12,123,0.02203,0.04,nc,nc73196296,2019-06-12T16:07:03.240Z,"10km E of Mammoth Lakes, CA",earthquake,0.41,0.66,0.232,12,reviewed,nc,nc
2019-06-12T02:38:27.239Z,61.6724,-150.7442,50.5,1.3,ml,,,,0.58,ak,ak0197hm0n0h,2019-06-12T02:41:45.369Z,"38km WSW of Willow, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-06-12T02:33:14.980Z,37.6396667,-118.879,3.75,1.24,md,17,106,0.01492,0.07,nc,nc73196286,2019-06-12T17:33:05.727Z,"9km E of Mammoth Lakes, CA",earthquake,0.45,0.44,0.446,15,reviewed,nc,nc
2019-06-12T02:31:08.280Z,38.8139992,-122.8258362,1.91,0.44,md,15,65,0.005751,0.05,nc,nc73196281,2019-06-12T03:03:03.373Z,"7km NW of The Geysers, CA",earthquake,0.28,0.51,0.13,2,automatic,nc,nc
2019-06-12T02:16:15.855Z,61.807,-150.7717,52.3,1.6,ml,,,,0.64,ak,ak0197hlvwdu,2019-06-12T02:21:01.091Z,"39km W of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-12T02:11:25.130Z,32.7218333,-115.9135,11.63,0.15,ml,6,201,0.07447,0.13,ci,ci38636656,2019-06-12T16:28:23.775Z,"8km E of Ocotillo, CA",earthquake,0.62,0.92,0.143,4,reviewed,ci,ci
2019-06-12T01:54:13.550Z,19.2563,-67.1301,24,3.19,md,3,358,0.789,0.31,pr,pr2019163000,2019-06-12T05:13:25.882Z,"84km N of Isabela, Puerto Rico",earthquake,21.06,19.76,0,1,reviewed,pr,pr
2019-06-12T01:47:13.450Z,38.8376656,-122.7969971,2.47,0.56,md,6,132,0.005249,0.01,nc,nc73196276,2019-06-12T02:09:04.128Z,"7km WNW of Cobb, CA",earthquake,0.61,1.75,,1,automatic,nc,nc
2019-06-12T01:29:13.340Z,38.7966652,-122.7828369,3.79,0.54,md,9,136,0.00528,0.01,nc,nc73196271,2019-06-12T01:39:05.971Z,"3km NW of The Geysers, CA",earthquake,0.68,0.91,0.02,2,automatic,nc,nc
2019-06-12T01:15:38.890Z,37.644,-118.878,3.84,1.07,md,11,118,0.01496,0.04,nc,nc71110449,2019-06-12T02:16:04.175Z,"9km E of Mammoth Lakes, CA",earthquake,0.54,0.62,0.309,10,reviewed,nc,nc
2019-06-12T01:15:36.030Z,37.6456667,-118.8736667,3.81,0.56,md,16,118,0.01843,0.03,nc,nc73196266,2019-06-12T02:13:03.152Z,"9km E of Mammoth Lakes, CA",earthquake,0.41,0.72,0.162,7,reviewed,nc,nc
2019-06-12T01:14:15.850Z,37.6466667,-118.8701667,3.1,0.02,md,8,123,0.02129,0.02,nc,nc73196256,2019-06-12T02:06:04.114Z,"10km E of Mammoth Lakes, CA",earthquake,0.85,1.77,0.177,8,reviewed,nc,nc
2019-06-12T01:12:41.903Z,61.7859,-149.8683,21.8,1.9,ml,,,,0.47,ak,ak0197hl9nyf,2019-06-12T01:20:09.361Z,"9km ENE of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-12T01:12:41.690Z,38.7906685,-122.810997,2.77,0.56,md,5,212,0.01821,0.01,nc,nc73196241,2019-06-12T01:48:04.019Z,"5km WNW of The Geysers, CA",earthquake,3.69,2.51,,1,automatic,nc,nc
2019-06-12T01:11:17.980Z,37.6493333,-118.8801667,2.54,0.42,md,12,171,0.01412,0.06,nc,nc73196246,2019-06-12T02:52:04.516Z,"9km E of Mammoth Lakes, CA",earthquake,0.72,0.47,0.155,10,reviewed,nc,nc
2019-06-12T01:07:45.160Z,37.6536667,-118.873,4.99,0.38,md,9,204,0.02106,0.03,nc,nc73196236,2019-06-12T01:59:04.075Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.99,3.42,0.19,8,reviewed,nc,nc
2019-06-12T01:06:56.900Z,37.6658333,-118.8705,8.36,0.41,md,8,246,0.02992,0.04,nc,nc73196231,2019-06-12T01:56:04.063Z,"10km ENE of Mammoth Lakes, CA",earthquake,1.06,1.29,0.221,8,reviewed,nc,nc
2019-06-12T01:04:22.017Z,37.4385,-117.4187,8.4,0.5,ml,12,94.19,0.187,0.1923,nn,nn00687381,2019-06-12T17:11:16.816Z,"34km SSW of Goldfield, Nevada",earthquake,,1.7,0.28,8,reviewed,nn,nn
2019-06-12T01:01:40.850Z,37.6431667,-118.8781667,3.4,1.9,md,31,83,0.01487,0.05,nc,nc73196226,2019-06-12T04:44:02.929Z,"9km E of Mammoth Lakes, CA",earthquake,0.22,0.18,0.188,29,reviewed,nc,nc
2019-06-12T00:56:39.050Z,33.187,-116.4313333,12.32,0.78,ml,20,118,0.08185,0.17,ci,ci38636576,2019-06-12T17:08:26.733Z,"9km SW of Borrego Springs, CA",earthquake,0.35,0.53,0.136,9,reviewed,ci,ci
2019-06-12T00:56:14.590Z,33.1868333,-116.4193333,12.71,0.47,ml,7,210,0.08117,0.12,ci,ci37217556,2019-06-12T17:11:13.883Z,"9km SSW of Borrego Springs, CA",earthquake,0.68,0.88,0.063,3,reviewed,ci,ci
2019-06-12T00:55:39.260Z,33.1848333,-116.4365,13.92,1.04,ml,34,63,0.08471,0.16,ci,ci38636568,2019-06-12T17:05:54.671Z,"10km SW of Borrego Springs, CA",earthquake,0.22,0.49,0.228,14,reviewed,ci,ci
2019-06-12T00:54:49.300Z,49.5546,157.2497,10,4.6,mb,,145,3.569,0.97,us,us70003ydf,2019-06-12T01:14:03.040Z,"148km SSE of Severo-Kuril'sk, Russia",earthquake,9.8,1.9,0.066,68,reviewed,us,us
2019-06-12T00:54:41.720Z,37.2166667,-121.6106667,3.93,0.68,md,10,77,0.05458,0.05,nc,nc73196221,2019-06-12T01:52:04.042Z,"10km NNE of Morgan Hill, CA",earthquake,0.59,1.35,0.229,9,reviewed,nc,nc
2019-06-12T00:54:36.110Z,33.186,-116.4385,13.01,1.03,ml,36,39,0.08391,0.18,ci,ci38636560,2019-06-12T16:59:49.510Z,"10km SW of Borrego Springs, CA",earthquake,0.19,0.51,0.153,19,reviewed,ci,ci
2019-06-12T00:53:39.570Z,40.1755,-121.3811667,9.61,1.61,md,10,197,0.1121,0.06,nc,nc73196216,2019-06-12T05:41:03.258Z,"18km WSW of Almanor, CA",earthquake,0.59,1.23,0.19,14,reviewed,nc,nc
2019-06-12T00:53:28.930Z,33.1848333,-116.4345,13.43,1.05,ml,21,128,0.0844,0.22,ci,ci37217548,2019-06-12T16:52:15.826Z,"10km SW of Borrego Springs, CA",earthquake,0.42,0.93,0.096,7,reviewed,ci,ci
2019-06-12T00:53:14.870Z,33.1843333,-116.4373333,13.51,1.14,ml,43,47,0.08533,0.16,ci,ci38636552,2019-06-12T16:49:27.400Z,"10km SW of Borrego Springs, CA",earthquake,0.19,0.47,0.204,22,reviewed,ci,ci
2019-06-12T00:46:46.540Z,33.1881667,-116.4375,12.71,1.06,ml,29,64,0.08162,0.22,ci,ci38636528,2019-06-12T16:42:55.436Z,"10km SW of Borrego Springs, CA",earthquake,0.29,0.71,0.212,18,reviewed,ci,ci
2019-06-12T00:46:35.450Z,33.1863333,-116.4375,12.53,1.02,ml,31,47,0.08341,0.17,ci,ci38636520,2019-06-12T16:38:37.925Z,"10km SW of Borrego Springs, CA",earthquake,0.21,0.53,0.213,14,reviewed,ci,ci
2019-06-12T00:45:57.110Z,31.9701,49.7927,10,4.2,mb,,78,4.627,1.15,us,us70003ydd,2019-06-12T01:21:24.040Z,"46km E of Masjed Soleyman, Iran",earthquake,4.1,1.9,0.096,30,reviewed,us,us
2019-06-12T00:43:41.660Z,46.8891667,-112.5265,13.77,1.81,ml,14,108,0.111,0.14,mb,mb80347924,2019-06-12T13:45:17.440Z,"13km ESE of Lincoln, Montana",earthquake,0.51,0.62,0.286,3,reviewed,mb,mb
2019-06-12T00:41:24.489Z,39.4225,-119.9366,11.6,0.6,ml,9,86.16,0.151,0.1491,nn,nn00687378,2019-06-12T01:00:36.820Z,"10km S of Mogul, Nevada",earthquake,,2.6,0.15,6,reviewed,nn,nn
2019-06-12T00:19:48.138Z,61.4621,-150.0732,53.3,1.1,ml,,,,0.57,ak,ak0197hkpqt9,2019-06-12T00:22:56.993Z,"9km SW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-06-12T00:15:17.640Z,39.7673333,-121.1495,1.11,2.01,md,15,123,0.3443,0.06,nc,nc73196211,2019-06-12T04:17:03.788Z,"12km SSE of Bucks Lake, CA",earthquake,0.37,4.41,0.238,19,reviewed,nc,nc
2019-06-12T00:04:27.750Z,61.4761,-149.9222,35.1,2.2,ml,,,,0.49,ak,ak0197hkmhh5,2019-06-12T00:10:33.686Z,"5km SSE of Big Lake, Alaska",earthquake,,1.7,,,automatic,ak,ak
2019-06-11T23:59:26.020Z,64.9326,-147.2891,1.8,1.5,ml,,,,1.21,ak,ak0197gb3w3i,2019-06-12T00:13:14.717Z,"18km NE of Badger, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-11T23:54:44.140Z,35.9975,-98.0965,7,1.85,ml,20,145,0.09808075321,0.3,ok,ok2019ljzj,2019-06-12T16:21:04.768Z,"21km NW of Kingfisher, Oklahoma",earthquake,,1.8,0.26,5,reviewed,ok,ok
2019-06-11T23:54:42.909Z,36.03383333,-98.07766667,7,2.11,ml,92,33,0.1079788109,0.33,ok,ok2019ljzi,2019-06-12T14:38:57.697Z,"18km WSW of Hennessey, Oklahoma",earthquake,,2.5,0.23,15,reviewed,ok,ok
2019-06-11T23:46:24.490Z,66.2909,-157.2104,0.9,1.3,ml,,,,0.4,ak,ak0197gb13qv,2019-06-11T23:55:38.434Z,"70km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-11T23:44:30.860Z,38.8071667,-122.8275,0.64,0.05,md,10,84,0.002146,0.05,nc,nc73196206,2019-06-12T17:10:03.592Z,"7km WNW of The Geysers, CA",earthquake,0.3,0.94,0.172,2,reviewed,nc,nc
2019-06-11T23:38:58.710Z,33.1868333,-116.4406667,12.57,1.34,ml,44,48,0.0835,0.19,ci,ci38636488,2019-06-12T00:17:56.950Z,"10km SW of Borrego Springs, CA",earthquake,0.19,0.51,0.213,23,reviewed,ci,ci
2019-06-11T23:32:20.330Z,33.187,-116.442,12.43,1.27,ml,40,43,0.08361,0.2,ci,ci38636480,2019-06-12T00:12:02.388Z,"10km SW of Borrego Springs, CA",earthquake,0.21,0.51,0.176,22,reviewed,ci,ci
2019-06-11T23:23:41.359Z,-55.0476,-127.0521,10,5.2,mb,,99,29.977,0.79,us,us70003yc6,2019-06-11T23:41:37.040Z,"Pacific-Antarctic Ridge",earthquake,13.4,1.9,0.065,78,reviewed,us,us
2019-06-11T23:20:38.350Z,33.5196667,-116.5293333,11.57,0.73,ml,23,82,0.09608,0.15,ci,ci38636464,2019-06-12T00:06:59.469Z,"14km ESE of Anza, CA",earthquake,0.22,0.76,0.111,11,reviewed,ci,ci
2019-06-11T23:18:27.324Z,62.1703,-152.1291,97.6,1.6,ml,,,,0.5,ak,ak0197gav3w0,2019-06-11T23:23:16.951Z,"106km W of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-06-11T23:12:07.620Z,60.5846,-158.9621,7.1,1.3,ml,,,,0.86,ak,ak0197gats3b,2019-06-11T23:16:24.821Z,"154km E of Bethel, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-11T22:52:22.880Z,33.9958333,-116.7521667,15.77,1.07,ml,28,90,0.0606,0.14,ci,ci38636416,2019-06-12T00:01:38.402Z,"9km NNE of Cabazon, CA",earthquake,0.17,0.46,0.164,21,reviewed,ci,ci
2019-06-11T22:51:51.991Z,62.3722,-152.3537,1.2,1.1,ml,,,,0.47,ak,ak0197gagsu4,2019-06-11T23:04:01.651Z,"116km W of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-11T22:27:59.630Z,38.8233337,-122.828331,1.66,0.89,md,7,86,0.005237,0.01,nc,nc73196181,2019-06-11T23:31:03.108Z,"8km NW of The Geysers, CA",earthquake,0.44,1.39,,1,automatic,nc,nc
2019-06-11T22:27:45.259Z,63.2053,-150.8581,2.3,1.4,ml,,,,1.13,ak,ak0197gabn4v,2019-06-11T22:31:13.758Z,"97km WSW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-11T22:18:02.610Z,19.4705,-155.455,4.44,1.9,ml,57,39,0.05903,0.15,hv,hv70991641,2019-06-12T00:06:11.320Z,"23km W of Volcano, Hawaii",earthquake,0.25,0.57,0.196,13,reviewed,hv,hv
2019-06-11T22:10:17.650Z,38.8115005,-122.8345032,24.63,0.78,md,9,145,0.004921,0.07,nc,nc73196176,2019-06-11T22:58:02.903Z,"8km WNW of The Geysers, CA",earthquake,2.81,4.85,,1,automatic,nc,nc
2019-06-11T22:09:21.550Z,19.1626663,-155.5099945,12.65,1.75,md,39,108,0.04583,0.15,hv,hv70991626,2019-06-11T22:12:36.560Z,"5km SSW of Pahala, Hawaii",earthquake,0.35,0.4,0.17,9,automatic,hv,hv
2019-06-11T22:05:47.840Z,18.2306,-67.3858,30,2,md,5,200,0.1799,0.22,pr,pr2019162005,2019-06-11T22:29:30.112Z,"17km SW of Stella, Puerto Rico",earthquake,1.34,2.27,0.1,4,reviewed,pr,pr
2019-06-11T22:05:42.790Z,33.9973333,-117.2221667,18.6,1.09,ml,43,57,0.06455,0.18,ci,ci38636368,2019-06-11T22:49:17.320Z,"7km SSE of Loma Linda, CA",earthquake,0.24,0.4,0.118,18,reviewed,ci,ci
2019-06-11T22:05:10.359Z,36.32466667,-96.96516667,5.89,1.12,ml,38,82,0.07828463788,0.12,ok,ok2019ljvs,2019-06-12T14:00:44.893Z,"14km W of Pawnee, Oklahoma",earthquake,,0.5,0.22,7,reviewed,ok,ok
2019-06-11T22:00:53.690Z,37.5981667,-119.0043333,1.57,0.49,md,14,177,0.02252,0.05,nc,nc73196166,2019-06-12T17:27:03.693Z,"5km SSW of Mammoth Lakes, CA",earthquake,0.32,0.53,0.243,11,reviewed,nc,nc
2019-06-11T21:48:00.430Z,46.748,-113.991,11.22,0.85,ml,12,92,0.088,0.12,mb,mb80347949,2019-06-12T15:13:16.670Z,"6km E of Lolo, Montana",earthquake,0.34,0.82,0.36,2,reviewed,mb,mb
2019-06-11T21:42:35.170Z,61.5299,-146.3121,29.7,1.3,ml,,,,1.28,ak,ak0197g9teh7,2019-06-11T21:51:25.719Z,"44km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-11T21:39:57.630Z,46.8681666666667,-122.2505,-1.53,1.29,ml,9,183,,0.17,uw,uw61527837,2019-06-11T22:31:29.650Z,"1km E of Eatonville, Washington",explosion,0.62,31.61,0.0842039218680708,7,reviewed,uw,uw
2019-06-11T21:37:56.522Z,39.462,-119.6284,1.4,1.7,ml,9,123.07,0.186,0.1692,nn,nn00687361,2019-06-11T22:20:28.715Z,"13km SE of Sparks, Nevada",explosion,,5.7,0.33,8,reviewed,nn,nn
2019-06-11T21:36:15.170Z,48.1213333333333,-121.943166666667,-0.98,1.51,ml,6,118,,0.12,uw,uw61500383,2019-06-11T22:41:07.140Z,"4km NNE of Granite Falls, Washington",explosion,1,31.61,0.163156819309251,3,reviewed,uw,uw
2019-06-11T21:36:09.620Z,46.1973333333333,-122.200666666667,5.46,0.43,ml,6,178,,0.15,uw,uw61527832,2019-06-11T22:34:30.470Z,"37km NNE of Amboy, Washington",earthquake,1.59,0.86,0.0799033001663517,3,reviewed,uw,uw
2019-06-11T21:31:40.020Z,46.1963333333333,-122.197,5.64,0.46,ml,10,174,,0.1,uw,uw61527827,2019-06-11T22:25:08.090Z,"37km NNE of Amboy, Washington",earthquake,1.17,0.74,0.114261475581139,6,reviewed,uw,uw
2019-06-11T21:25:41.751Z,-1.355,-77.7492,171.38,4.4,mb,,76,0.971,0.93,us,us70003yaq,2019-06-11T23:32:03.825Z,"28km ENE of Puyo, Ecuador",earthquake,7.2,7.8,0.099,29,reviewed,us,us
2019-06-11T21:20:52.466Z,59.7541,-152.4206,71.2,2,ml,,,,0.37,ak,ak0197g9oq10,2019-06-11T21:25:08.452Z,"33km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-11T21:20:25.270Z,38.7976667,-122.8231667,3.22,0.28,md,9,125,0.01023,0.04,nc,nc73196161,2019-06-11T22:30:03.754Z,"6km WNW of The Geysers, CA",earthquake,0.5,1.13,,1,reviewed,nc,nc
2019-06-11T21:10:58.170Z,44.588,-122.8365,-0.66,1.53,ml,6,213,,0.13,uw,uw61527822,2019-06-11T22:54:11.290Z,"8km NE of Lebanon, Oregon",explosion,0.56,31.61,0.326521604874715,5,reviewed,uw,uw
2019-06-11T21:05:52.880Z,60.5594,-151.973,79.8,1.2,ml,,,,0.6,ak,ak0197g9lid7,2019-06-11T21:10:44.952Z,"39km W of Kenai, Alaska",earthquake,,0.5,,,automatic,ak,ak
